ModelFamily,ModelType,ModelInstance,Places,Transitions,Arcs,ctlBVT2018,ctlSOL2018,global_propertiesBVT2018,global_propertiesSOL2018,ltlBVT2018,ltlSOL2018,reachabilityBVT2018,reachabilitySOL2018,state_spaceBVT2018,state_spaceSOL2018,upper_boundsBVT2018,upper_boundsSOL2018,ctlBVT2019,ctlSOL2019,global_propertiesBVT2019,global_propertiesSOL2019,ltlBVT2019,ltlSOL2019,reachabilityBVT2019,reachabilitySOL2019,state_spaceBVT2019,state_spaceSOL2019,upper_boundsBVT2019,upper_boundsSOL2019,ctlBVT2020,ctlSOL2020,global_propertiesBVT2020,global_propertiesSOL2020,ltlBVT2020,ltlSOL2020,reachabilityBVT2020,reachabilitySOL2020,state_spaceBVT2020,state_spaceSOL2020,upper_boundsBVT2020,upper_boundsSOL2020,ctlBVT2021,ctlSOL2021,global_propertiesBVT2021,global_propertiesSOL2021,ltlBVT2021,ltlSOL2021,reachabilityBVT2021,reachabilitySOL2021,state_spaceBVT2021,state_spaceSOL2021,upper_boundsBVT2021,upper_boundsSOL2021,ctlBVT2022,ctlSOL2022,global_propertiesBVT2022,global_propertiesSOL2022,ltlBVT2022,ltlSOL2022,reachabilityBVT2022,reachabilitySOL2022,state_spaceBVT2022,state_spaceSOL2022,upper_boundsBVT2022,upper_boundsSOL2022,ctlBVT2023,ctlSOL2023,global_propertiesBVT2023,global_propertiesSOL2023,ltlBVT2023,ltlSOL2023,reachabilityBVT2023,reachabilitySOL2023,state_spaceBVT2023,state_spaceSOL2023,upper_boundsBVT2023,upper_boundsSOL2023,ctlBVT2024,ctlSOL2024,global_propertiesBVT2024,global_propertiesSOL2024,ltlBVT2024,ltlSOL2024,reachabilityBVT2024,reachabilitySOL2024,state_spaceBVT2024,state_spaceSOL2024,upper_boundsBVT2024,upper_boundsSOL2024,ctlBVT2025,ctlSOL2025,global_propertiesBVT2025,global_propertiesSOL2025,ltlBVT2025,ltlSOL2025,reachabilityBVT2025,reachabilitySOL2025,state_spaceBVT2025,state_spaceSOL2025,upper_boundsBVT2025,upper_boundsSOL2025
Peterson,COL,3,11,14,42,32,96,1,3,32,64,32,96,4,11,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,4,9,7,11,32,96,3,9,16,48,32,93,5,15,32,96,32,96,4,12,16,48,32,96,5,14,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,92,5,15,32,96,32,96,4,12,16,48,32,96,5,13,32,96,32,96,4,11,16,48
Peterson,COL,4,11,14,42,30,51,1,3,32,92,32,92,4,11,16,48,29,78,1,3,31,76,32,94,4,12,16,48,28,65,4,9,16,18,32,96,3,9,16,48,23,63,4,12,30,90,32,93,4,12,16,48,26,61,4,12,31,93,32,92,4,12,16,48,25,68,4,12,32,94,32,96,4,12,16,48,27,68,4,12,32,96,32,95,4,12,16,48,21,52,4,12,32,96,32,95,4,11,16,48
Peterson,COL,5,11,14,42,26,50,1,1,31,76,25,59,4,4,13,13,28,79,1,1,32,67,28,83,0,0,11,33,26,58,4,5,10,10,31,92,3,3,15,45,30,69,4,10,32,96,30,86,4,8,15,45,22,52,4,10,32,95,31,88,4,8,15,43,25,73,4,11,32,92,32,96,4,8,16,47,23,59,4,11,32,93,29,85,4,9,15,42,21,54,4,10,32,96,29,80,4,8,16,47
Peterson,COL,6,11,14,42,28,52,1,1,30,64,29,72,0,0,13,19,28,77,1,1,32,84,28,81,0,0,14,40,28,70,4,5,14,14,31,91,0,0,13,39,30,74,4,10,32,95,30,89,0,0,14,38,24,56,4,10,29,83,31,86,0,0,16,44,20,54,4,11,32,95,29,85,0,0,16,45,28,69,4,11,31,91,31,89,1,1,14,41,17,44,4,10,32,93,30,88,1,1,13,37
Peterson,COL,7,11,14,42,27,45,1,1,29,34,27,67,0,0,16,16,29,81,1,1,31,73,28,83,0,0,13,39,25,60,4,5,10,10,32,96,0,0,12,36,29,70,4,10,32,83,29,87,0,0,15,42,21,51,4,10,31,93,29,82,0,0,14,32,22,58,4,11,32,95,31,89,0,0,15,42,28,72,4,10,32,96,31,93,1,1,13,36,24,57,4,10,30,87,32,91,1,1,14,39
Peterson,PT,2,102,126,384,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
Peterson,PT,3,244,332,1016,32,96,1,3,32,88,32,96,4,12,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,10,32,96,32,96,4,12,16,48,32,95,5,15,32,96,32,96,4,12,16,48,32,95,5,15,32,96,32,96,4,11,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,93,5,15,32,96,32,96,4,12,16,48,32,89,5,14,32,96,32,96,4,11,16,48
Peterson,PT,4,480,690,2120,31,55,1,3,32,89,32,94,4,12,16,48,29,82,1,3,30,85,32,94,4,12,16,48,27,61,4,7,31,90,32,96,4,12,16,48,23,63,5,14,30,90,32,96,4,12,16,48,28,65,5,14,32,96,32,84,4,11,16,48,20,51,5,15,31,92,32,94,4,12,16,48,22,55,5,15,32,96,32,96,4,12,16,48,23,51,5,11,32,94,32,93,4,11,16,48
Peterson,PT,5,834,1242,3828,21,37,1,1,31,89,28,68,4,4,10,10,28,73,1,1,28,83,30,81,4,4,13,33,22,51,2,3,28,81,32,94,4,8,16,48,25,60,3,5,32,95,31,84,4,8,15,43,17,38,2,5,31,93,32,81,4,4,16,45,20,56,3,6,30,90,31,89,4,8,16,46,14,36,3,6,32,93,30,84,4,9,16,44,21,48,3,6,32,94,30,85,4,8,16,47
Peterson,PT,6,1330,2030,6272,23,45,1,1,28,70,28,65,0,0,9,9,27,71,1,1,28,81,25,73,0,0,15,40,25,63,2,3,29,51,27,77,0,0,10,30,24,62,3,5,31,93,28,80,0,0,15,43,20,47,2,5,31,89,29,76,0,0,16,44,18,47,3,6,30,90,30,84,0,0,16,46,21,52,3,6,30,90,27,72,1,1,14,41,20,47,2,5,30,88,28,80,2,2,16,46
Peterson,PT,7,1992,3096,9584,25,44,1,1,31,77,24,54,0,0,12,12,26,69,1,1,28,69,27,77,0,0,12,35,24,57,2,3,27,65,28,81,0,0,12,34,26,62,3,5,31,91,29,86,0,0,13,33,15,33,2,5,31,91,25,69,0,0,14,35,20,56,3,6,30,89,27,74,0,0,14,39,22,54,3,6,31,93,25,71,1,1,11,31,18,42,2,5,30,89,25,73,2,2,15,43
PGCD,COL,D02N005,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
PGCD,COL,D02N006,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
PGCD,COL,D02N100,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,89,5,15,32,92,32,96,4,12,16,48,28,80,5,15,32,94,32,96,4,12,16,48,28,68,5,12,32,92,32,95,4,11,16,45
PGCD,COL,D03N050,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,94,5,15,32,92,32,96,4,12,16,48,30,85,5,15,30,88,32,96,4,12,16,48,30,75,5,13,32,92,32,93,4,11,16,42
PGCD,COL,D04N025,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,93,5,15,32,94,32,96,4,12,16,48,29,83,5,15,32,95,32,96,4,12,16,48,31,74,5,14,32,91,32,95,4,11,16,43
PGCD,COL,D04N050,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,89,5,13,30,87,32,96,4,12,16,48,29,82,3,9,31,93,32,96,4,12,16,48,28,65,5,11,31,87,32,95,4,8,16,42
PGCD,COL,D05N025,3,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,91,5,14,32,90,32,96,4,12,16,48,29,82,5,14,32,96,32,96,4,12,16,48,29,72,5,13,32,96,32,95,4,11,16,42
PGCD,PT,D02N005,9,9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
PGCD,PT,D02N006,9,9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
PGCD,PT,D02N100,9,9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,91,5,14,32,96,32,96,4,12,16,48,18,49,5,15,32,96,32,96,4,12,16,48,18,40,5,13,32,96,32,96,4,11,16,32
PGCD,PT,D03N050,12,12,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,14,32,96,32,96,4,12,16,48,27,71,5,15,32,96,32,96,4,12,16,48,23,50,5,13,32,96,32,96,4,11,16,32
PGCD,PT,D04N025,15,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,96,5,14,32,95,32,96,4,12,16,48,23,59,5,15,32,96,32,96,4,12,16,48,26,51,5,13,32,96,32,96,4,11,16,43
PGCD,PT,D04N050,15,15,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,72,5,14,32,96,32,96,4,12,16,48,16,41,4,12,32,96,32,96,4,12,16,48,17,38,5,12,32,96,32,95,4,8,16,32
PGCD,PT,D05N025,18,18,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,88,5,14,32,96,32,96,4,12,16,48,21,54,5,15,32,96,32,96,4,12,16,48,23,48,5,13,32,96,32,96,4,11,16,44
PhaseVariation,PT,D02CS010,14,65,443,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
PhaseVariation,PT,D02CS100,14,65,443,32,91,1,3,32,95,32,96,4,11,16,48,32,93,1,3,32,94,32,96,4,12,16,48,32,96,5,11,32,90,32,96,4,12,16,48,32,80,5,15,32,94,32,96,4,12,16,48,32,91,5,15,32,95,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,91,5,15,32,96,32,96,4,12,16,48,32,84,5,15,32,95,32,96,4,11,16,48
PhaseVariation,PT,D05CS010,77,677,4685,32,95,1,3,32,96,32,96,4,11,16,48,32,90,1,3,32,96,32,96,4,12,16,48,32,94,5,11,32,94,32,96,4,12,16,48,32,89,5,15,32,94,32,96,4,12,16,48,32,89,5,15,32,94,32,96,4,12,16,48,32,96,5,15,32,95,32,96,4,12,16,48,32,89,5,15,32,96,32,96,4,12,16,48,32,84,5,15,32,94,32,96,4,11,16,48
PhaseVariation,PT,D05CS100,77,677,4685,28,48,1,3,31,61,32,96,3,3,16,40,30,86,1,3,32,76,32,96,3,3,16,48,32,87,5,10,30,82,32,96,3,6,16,48,22,61,5,15,28,83,32,96,3,3,16,48,25,52,5,15,32,93,32,96,3,3,16,48,27,74,5,15,32,89,32,96,3,3,16,48,22,48,5,15,32,92,32,96,3,3,16,48,29,60,5,15,32,89,32,96,3,3,16,48
PhaseVariation,PT,D10CS010,302,3137,21755,31,75,1,3,31,91,32,96,0,0,16,34,31,89,1,2,31,86,32,92,0,0,16,48,27,75,5,7,29,73,32,96,0,0,16,48,26,72,5,15,26,77,32,96,0,0,16,48,28,63,5,15,32,94,32,96,0,0,16,48,26,68,5,15,32,94,32,96,0,0,16,48,24,55,5,15,32,93,32,96,0,0,16,48,28,63,5,15,32,94,32,96,0,0,16,48
PhaseVariation,PT,D10CS100,302,3137,21755,29,79,1,3,32,91,32,96,0,0,16,21,31,85,1,2,32,80,32,96,0,0,16,48,27,75,5,7,30,81,32,96,0,0,16,48,24,60,5,15,31,91,32,96,0,0,16,48,19,39,5,15,32,91,32,95,0,0,16,48,27,71,5,15,31,89,32,96,0,0,16,48,24,59,5,15,32,91,32,96,0,0,16,48,27,60,5,15,32,92,32,96,0,0,16,48
PhaseVariation,PT,D20CS010,1202,13457,93395,30,54,1,3,31,92,32,96,0,0,16,23,28,75,1,2,32,62,31,91,0,0,16,48,29,86,5,7,30,81,32,96,0,0,16,48,25,66,5,15,31,93,32,96,0,0,16,48,27,58,5,15,32,90,32,96,0,0,16,48,28,73,5,15,32,92,32,96,0,0,16,48,28,68,5,15,32,92,32,96,0,0,16,48,29,63,5,15,32,92,32,95,0,0,16,48
PhaseVariation,PT,D20CS100,1202,13457,93395,29,69,1,3,31,89,32,94,0,0,16,22,29,79,1,2,31,62,32,92,0,0,16,48,32,96,5,7,30,84,32,96,0,0,16,48,26,72,5,15,30,88,32,96,0,0,16,48,27,63,5,15,32,93,32,96,0,0,16,48,28,79,5,15,32,91,32,96,0,0,16,48,28,69,5,15,32,91,32,96,0,0,16,48,28,59,5,15,32,84,32,96,0,0,16,48
PhaseVariation,PT,D30CS010,2702,30977,215035,32,56,1,3,31,76,32,96,0,0,16,19,27,76,1,2,31,62,32,92,0,0,16,48,28,81,5,7,30,85,32,96,0,0,16,48,27,65,5,15,29,87,32,96,0,0,16,48,31,70,5,15,32,95,32,95,0,0,16,48,26,66,5,15,32,92,32,96,0,0,16,48,26,57,5,15,32,91,32,96,0,0,16,48,24,53,5,15,32,91,32,94,0,0,16,48
PhaseVariation,PT,D30CS100,2702,30977,215035,27,37,1,3,31,72,32,84,0,0,16,23,27,80,1,2,30,60,31,88,0,0,16,48,29,81,5,7,27,75,32,96,0,0,16,48,28,65,5,15,29,86,32,96,0,0,16,48,31,71,5,15,32,94,32,94,0,0,16,48,26,71,5,15,32,92,32,96,0,0,16,48,24,53,5,15,32,94,32,96,0,0,16,48,30,61,5,15,32,96,32,95,0,0,16,48
Philosophers,COL,000005,5,5,15,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,95,32,96,4,12,16,48,32,96,5,11,32,96,32,96,3,9,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
Philosophers,COL,000010,5,5,15,32,96,1,3,32,64,32,96,4,11,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,11,32,96,32,96,3,9,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
Philosophers,COL,000020,5,5,15,32,96,1,3,32,64,32,96,4,11,16,48,32,89,1,3,32,94,32,95,4,12,16,48,32,93,5,11,32,96,32,96,3,9,16,48,32,93,5,15,32,96,32,96,4,12,16,48,32,92,5,15,32,95,32,96,4,12,16,48,32,95,5,15,32,96,32,96,4,12,16,48,32,88,5,15,32,96,32,96,4,12,16,48,32,76,5,15,32,93,32,92,4,11,16,48
Philosophers,COL,000050,5,5,15,32,78,1,3,32,60,32,96,4,11,16,44,32,96,1,3,32,96,32,96,4,12,16,48,32,95,5,11,32,91,32,96,3,9,16,48,32,91,5,15,32,96,32,96,4,12,16,48,31,78,5,15,32,96,32,95,4,12,16,48,32,94,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,31,80,5,15,32,96,32,87,4,11,16,48
Philosophers,COL,000100,5,5,15,32,89,1,3,30,42,32,89,4,11,16,48,32,94,1,3,32,77,32,92,4,12,16,48,32,93,5,11,32,84,32,96,3,9,16,48,32,93,5,15,32,96,32,96,4,12,16,48,28,78,5,15,32,96,32,96,4,12,16,48,29,79,5,15,32,96,32,96,4,12,16,48,29,79,5,15,32,94,32,96,4,12,16,48,31,79,5,15,31,93,32,94,4,11,16,48
Philosophers,COL,000200,5,5,15,32,71,1,3,28,48,32,82,4,11,16,48,31,86,1,3,32,80,32,96,4,12,16,48,32,96,5,11,32,89,32,96,3,9,16,48,30,80,5,15,32,96,32,96,4,12,16,48,30,74,5,15,32,96,32,94,4,12,16,48,30,81,5,15,32,96,32,96,4,12,16,48,30,81,5,15,32,94,32,96,4,12,16,48,27,61,5,15,32,95,32,88,4,11,16,48
Philosophers,COL,000500,5,5,15,32,57,1,3,32,39,32,78,4,11,16,41,32,91,1,3,31,55,32,95,4,12,16,44,31,84,5,10,31,76,32,96,3,9,16,48,29,65,5,15,32,94,32,96,4,12,16,48,28,68,5,15,32,96,32,93,4,12,16,48,29,70,5,15,32,96,32,96,4,12,16,48,23,58,5,15,32,94,32,96,4,12,16,48,20,43,5,15,31,92,32,93,4,11,16,48
Philosophers,COL,001000,5,5,15,28,52,1,3,27,38,32,87,4,11,16,44,30,85,1,3,31,66,32,93,4,12,16,46,31,78,5,10,31,75,32,96,3,9,16,46,27,57,5,15,32,90,32,94,4,12,16,48,24,49,5,15,32,93,32,86,4,12,16,39,25,66,5,14,32,89,32,96,4,12,16,48,21,44,5,14,31,78,32,85,4,12,16,48,23,51,5,14,32,89,32,93,4,11,16,48
Philosophers,COL,002000,5,5,15,26,51,1,3,24,28,32,78,4,11,16,47,28,78,1,2,30,58,32,76,4,12,16,45,28,64,4,5,16,40,32,95,3,8,16,48,27,50,5,13,32,80,32,84,4,12,16,28,13,21,5,14,30,80,28,67,4,12,16,30,9,18,5,14,32,85,31,85,4,12,16,48,12,28,5,13,32,48,29,70,4,12,16,40,19,38,5,13,32,81,32,87,4,11,16,48
Philosophers,COL,005000,5,5,15,19,26,1,2,19,19,31,89,4,10,16,16,20,39,1,2,14,15,22,52,4,7,16,23,22,44,4,4,19,28,27,65,3,8,16,30,21,38,4,10,22,33,21,51,4,11,16,22,8,15,4,11,32,65,14,34,4,11,13,32,11,26,4,11,31,71,24,65,4,11,16,39,14,29,4,11,30,47,25,57,4,11,5,15,7,14,4,10,32,70,31,65,4,11,9,27
Philosophers,COL,010000,5,5,15,21,29,1,1,12,12,30,66,4,4,0,0,20,40,0,0,13,13,16,30,4,4,8,8,20,25,1,1,16,27,16,40,3,8,7,7,16,17,3,7,22,39,15,40,4,11,8,8,6,10,3,9,29,59,21,57,4,8,6,18,6,13,3,9,31,68,17,47,4,11,16,30,4,9,3,9,26,39,14,39,4,11,5,15,10,21,3,9,28,63,32,70,4,11,9,27
Philosophers,COL,050000,5,5,15,14,14,0,0,0,0,20,20,1,1,0,0,21,41,0,0,0,0,15,15,0,0,9,9,26,59,1,1,5,13,23,66,0,0,6,6,17,29,3,5,14,26,23,68,0,0,10,10,7,13,3,9,10,20,28,60,0,0,5,15,10,24,3,9,9,17,24,62,3,6,7,21,9,19,3,9,7,17,27,74,0,0,5,15,16,37,3,9,5,15,26,67,3,3,8,24
Philosophers,COL,100000,5,5,15,2,2,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,5,5,19,41,1,1,3,9,26,56,0,0,6,6,20,20,3,5,7,12,24,62,0,0,7,7,8,12,3,5,8,10,23,41,0,0,2,6,3,3,1,3,7,13,22,52,0,0,7,21,2,3,3,6,11,27,17,47,0,0,10,30,6,7,3,7,8,10,22,47,0,0,6,18
PhilosophersDyn,COL,03,8,7,33,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,64,32,96,4,12,16,48,32,96,5,11,32,96,32,96,3,9,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
PhilosophersDyn,COL,10,8,7,33,32,62,1,2,32,32,32,64,4,11,16,32,32,86,1,2,32,63,32,82,4,12,16,32,32,96,5,10,31,78,32,96,3,9,16,48,32,92,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,88,5,15,32,96,32,96,4,12,16,48,32,90,5,15,32,95,32,96,4,12,16,48,32,78,5,15,32,96,32,96,4,11,16,29
PhilosophersDyn,COL,20,8,7,33,31,92,1,2,32,96,29,46,3,3,16,17,31,89,1,2,32,62,27,74,3,3,16,19,32,77,5,7,31,63,23,64,2,2,16,34,28,63,5,15,32,81,26,69,3,3,16,16,31,67,5,15,32,92,31,79,0,0,16,22,26,49,5,15,32,76,29,82,0,0,1,3,16,24,5,11,31,58,27,79,0,0,3,9,7,9,5,9,29,58,29,79,0,0,2,6
PhilosophersDyn,COL,50,8,7,33,32,32,1,1,0,0,29,41,0,0,0,0,29,58,1,1,0,0,28,56,0,0,4,4,32,74,5,5,24,28,32,95,0,0,1,2,27,45,5,15,31,59,31,90,0,0,1,2,27,64,5,15,29,73,30,66,0,0,2,6,30,69,5,15,28,64,29,87,0,0,1,3,31,69,5,13,29,51,25,75,0,0,3,9,31,75,5,11,30,87,31,93,0,0,2,6
PhilosophersDyn,COL,80,8,7,33,31,31,1,1,0,0,16,30,0,0,0,0,16,31,1,1,0,0,31,46,0,0,0,0,32,64,5,5,21,21,26,66,0,0,1,1,26,50,5,13,30,56,30,73,0,0,2,2,28,45,5,13,28,72,29,57,0,0,2,6,25,34,4,9,25,29,31,81,0,0,1,3,6,7,4,7,6,12,30,81,0,0,1,3,10,10,3,6,25,29,26,62,0,0,1,3
PhilosophersDyn,PT,03,30,84,564,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,11,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
PhilosophersDyn,PT,10,170,2310,18190,32,91,1,3,32,87,32,96,4,11,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,10,32,82,32,96,4,12,16,48,32,84,5,15,32,96,32,96,4,12,16,48,32,86,5,15,32,96,32,94,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,81,5,15,32,95,32,96,4,12,16,48,32,73,5,15,32,96,32,96,4,11,16,42
PhilosophersDyn,PT,20,540,17220,140780,31,82,1,3,32,96,25,59,3,3,16,23,31,92,1,2,32,64,22,58,3,3,16,21,32,81,5,7,32,78,27,76,3,3,16,36,28,61,5,14,32,89,22,62,3,3,16,25,31,72,5,13,31,93,29,79,0,0,16,32,29,72,5,13,32,94,29,76,0,0,16,30,31,78,5,13,32,96,25,65,0,0,16,34,32,67,5,10,32,96,26,72,0,0,16,32
Philosophers,PT,000005,25,25,80,32,96,1,3,32,96,32,96,4,12,16,48,32,96,1,3,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,12,16,48,32,96,5,15,32,96,32,96,4,11,16,48
