model,isSafe,isNUPN,isGenNUPN
TCPcondis-PT-30,F,F,F
TCPcondis-PT-35,F,F,F
TCPcondis-PT-40,F,F,F
TCPcondis-PT-50,F,F,F
TokenRing-PT-005,T,F,T
TokenRing-PT-010,T,F,T
TokenRing-PT-015,T,F,T
TokenRing-PT-020,T,F,T
TokenRing-PT-030,T,F,T
TokenRing-PT-040,T,F,T
TokenRing-PT-050,T,F,T
TriangularGrid-PT-1200,F,F,F
TriangularGrid-PT-1500,F,F,F
TriangularGrid-PT-2011,F,F,F
TriangularGrid-PT-3011,F,F,F
TriangularGrid-PT-3026,F,F,F
TriangularGrid-PT-4022,F,F,F
TriangularGrid-PT-5020,F,F,F
TriangularGrid-PT-5046,F,F,F
TwoPhaseLocking-PT-nC00004vD,F,F,F
TwoPhaseLocking-PT-nC00004vN,F,F,F
TwoPhaseLocking-PT-nC00010vD,F,F,F
TwoPhaseLocking-PT-nC00010vN,F,F,F
TwoPhaseLocking-PT-nC00020vD,F,F,F
TwoPhaseLocking-PT-nC00020vN,F,F,F
TwoPhaseLocking-PT-nC00050vD,F,F,F
TwoPhaseLocking-PT-nC00050vN,F,F,F
TwoPhaseLocking-PT-nC00100vD,F,F,F
TwoPhaseLocking-PT-nC00100vN,F,F,F
TwoPhaseLocking-PT-nC00200vD,F,F,F
TwoPhaseLocking-PT-nC00200vN,F,F,F
TwoPhaseLocking-PT-nC00500vD,F,F,F
TwoPhaseLocking-PT-nC00500vN,F,F,F
TwoPhaseLocking-PT-nC01000vD,F,F,F
TwoPhaseLocking-PT-nC01000vN,F,F,F
TwoPhaseLocking-PT-nC02000vD,F,F,F
TwoPhaseLocking-PT-nC02000vN,F,F,F
TwoPhaseLocking-PT-nC05000vD,F,F,F
TwoPhaseLocking-PT-nC05000vN,F,F,F
TwoPhaseLocking-PT-nC10000vD,F,F,F
TwoPhaseLocking-PT-nC10000vN,F,F,F
UtahNoC-PT-none,T,T,F
UtilityControlRoom-PT-Z2T3N04,F,F,F
UtilityControlRoom-PT-Z2T3N06,F,F,F
UtilityControlRoom-PT-Z2T3N08,F,F,F
UtilityControlRoom-PT-Z2T3N10,F,F,F
UtilityControlRoom-PT-Z2T4N02,F,F,F
UtilityControlRoom-PT-Z2T4N04,F,F,F
UtilityControlRoom-PT-Z2T4N06,F,F,F
UtilityControlRoom-PT-Z2T4N08,F,F,F
UtilityControlRoom-PT-Z2T4N10,F,F,F
UtilityControlRoom-PT-Z4T3N06,F,F,F
UtilityControlRoom-PT-Z4T3N08,F,F,F
UtilityControlRoom-PT-Z4T3N10,F,F,F
UtilityControlRoom-PT-Z4T4N02,F,F,F
UtilityControlRoom-PT-Z4T4N04,F,F,F
UtilityControlRoom-PT-Z4T4N06,F,F,F
UtilityControlRoom-PT-Z4T4N08,F,F,F
UtilityControlRoom-PT-Z4T4N10,F,F,F
Vasy2003-PT-none,T,T,F
ViralEpidemic-PT-S02D1C1A10,T,F,T
ViralEpidemic-PT-S02D1C1A12,T,F,T
ViralEpidemic-PT-S03D1C1A02,T,F,T
ViralEpidemic-PT-S03D1C1A04,T,F,T
ViralEpidemic-PT-S03D1C1A06,T,F,T
ViralEpidemic-PT-S03D1C1A08,T,F,T
ViralEpidemic-PT-S04D1C1A02,T,F,T
ViralEpidemic-PT-S04D1C1A03,T,F,T
ViralEpidemic-PT-S04D1C1A04,T,F,T
ViralEpidemic-PT-S04D1C1A06,T,F,T
ViralEpidemic-PT-S08D1C2A02,F,F,F
ViralEpidemic-PT-S08D1C2A04,F,F,F
ViralEpidemic-PT-S16D2C4A01,F,F,F
ViralEpidemic-PT-S16D2C4A02,F,F,F
ViralEpidemic-PT-S16D2C4A03,F,F,F
